shopid,buyerid,register_date,country
2338,3931,11/30/2021,MY
2982,1861,2/4/2021,ID
2434,2359,4/29/2020,SG
2951,1434,11/6/2020,ID
2965,1948,2/6/2021,ID
2765,1267,7/25/2018,ID
2154,1067,4/3/2020,ID
2335,1544,8/14/2019,ID
2779,3751,4/30/2021,MY
2192,3115,5/22/2018,MY
2470,2869,3/5/2021,SG
2278,3346,12/31/2019,MY
2566,1498,7/17/2020,ID
2323,4920,12/6/2018,SZ
2147,1929,7/7/2018,ID
2273,1343,6/2/2021,ID
2677,2781,7/31/2020,SG
2088,2810,3/16/2019,SG
2743,3185,4/21/2021,MY
2665,1868,11/7/2021,ID
2100,1591,8/28/2019,ID
2982,3455,9/26/2021,MY
2912,4607,2/19/2020,SZ
2627,2784,2/15/2018,SG
2188,1182,12/10/2018,ID
2857,1829,12/27/2018,ID
2082,1603,1/28/2020,ID
2354,1155,7/31/2018,ID
2064,2799,12/9/2019,SG
2808,1070,3/18/2020,ID
2114,3675,6/5/2020,MY
2209,4964,6/17/2020,SZ
2501,2379,2/22/2018,SG
2885,1919,5/1/2018,ID
2423,3410,6/8/2020,MY
2732,3568,1/10/2018,MY
2781,3323,3/4/2018,MY
2335,1062,9/5/2021,ID
2475,2537,5/7/2021,SG
2057,2629,6/28/2021,SG
2092,1997,12/15/2021,ID
2569,2399,7/16/2020,SG
2562,1271,11/24/2021,ID
2392,4140,9/18/2019,PH
2092,4058,11/9/2020,PH
2233,3620,5/27/2020,MY
2308,1107,4/6/2018,ID
2579,2103,7/19/2021,SG
2735,4514,8/19/2019,SZ
2456,1625,4/8/2018,ID
2245,2836,1/21/2020,SG
2029,2633,3/5/2021,SG
2834,4918,5/21/2018,SZ
2487,4747,12/12/2019,SZ
2721,1542,8/13/2018,ID
2744,4634,12/1/2021,SZ
2704,2130,9/2/2020,SG
2781,3247,2/26/2021,MY
2653,3702,5/20/2021,MY
2677,2752,10/27/2019,SG
2544,1175,7/16/2021,ID
2511,2813,4/1/2020,SG
2574,3143,1/10/2021,MY
2160,4449,6/21/2021,PH
2491,3108,7/26/2019,MY
2060,1126,12/22/2021,ID
2642,3605,10/29/2021,MY
2923,1436,12/6/2019,ID
2675,2810,2/7/2019,SG
2164,4554,2/22/2018,SZ
2657,3903,1/3/2021,MY
2504,3459,11/11/2018,MY
2036,1188,5/11/2018,ID
2653,2466,5/31/2018,SG
2842,4063,7/11/2018,PH
2144,1055,8/14/2021,ID
2297,2075,2/11/2020,SG
2145,2631,5/7/2018,SG
2451,1199,2/16/2020,ID
2813,3989,2/11/2020,MY
2586,1174,2/15/2019,ID
2438,3509,6/12/2018,MY
2395,2286,1/15/2018,SG
2625,4685,5/8/2020,SZ
2320,3643,6/19/2019,MY
2812,4756,4/27/2018,SZ
2922,1096,7/30/2021,ID
2518,4877,12/10/2020,SZ
2098,1821,11/4/2020,ID
2967,4235,5/7/2018,PH
2422,4097,7/9/2019,PH
2034,4811,5/16/2018,SZ
2859,4056,7/28/2021,PH
2044,3774,5/27/2018,MY
2955,3941,9/27/2019,MY
2775,1732,5/23/2018,ID
2204,3075,7/30/2018,MY
2920,1975,8/19/2021,ID
2434,4332,11/28/2019,PH
2860,1707,10/21/2020,ID
2435,4965,5/15/2021,SZ
2141,4960,12/5/2018,SZ
2699,3734,8/25/2020,MY
2089,1427,12/26/2019,ID
2593,3300,4/24/2020,MY
2908,2276,3/27/2020,SG
2244,3502,6/19/2021,MY
2839,4743,9/24/2019,SZ
2614,4811,7/27/2019,SZ
2304,4365,6/1/2019,PH
2008,3995,1/26/2018,MY
2890,2731,3/23/2020,SG
2780,1440,5/9/2021,ID
2925,4244,12/23/2021,PH
2731,3140,11/9/2019,MY
2021,2338,8/15/2020,SG
2168,4430,9/4/2018,PH
2399,2841,6/2/2020,SG
2534,4034,12/11/2020,PH
2562,2621,3/15/2019,SG
2519,4891,8/1/2021,SZ
2132,4935,10/24/2020,SZ
2740,2623,12/29/2021,SG
2243,3855,11/3/2018,MY
2172,4705,2/23/2019,SZ
2213,3880,3/24/2019,MY
2735,3628,9/16/2020,MY
2068,4606,5/13/2018,SZ
2829,4639,1/13/2018,SZ
2044,1808,1/29/2020,ID
2069,2004,12/19/2021,SG
2610,2649,8/24/2020,SG
2192,3519,1/7/2019,MY
2865,2760,1/25/2018,SG
2264,4634,11/23/2021,SZ
2454,1054,6/16/2021,ID
2016,2961,8/2/2020,SG
2510,2377,11/9/2019,SG
2887,1849,1/20/2019,ID
2768,2958,1/26/2018,SG
2891,2082,8/25/2020,SG
2206,4316,11/22/2019,PH
2246,4232,5/12/2020,PH
2153,2342,3/18/2019,SG
2735,2314,2/13/2021,SG
2127,3226,9/29/2019,MY
2572,1330,5/7/2021,ID
2655,1522,4/28/2020,ID
2965,4502,11/7/2019,SZ
2308,4927,8/5/2018,SZ
2510,4997,1/11/2018,SZ
2950,4656,11/6/2018,SZ
2307,2679,9/1/2019,SG
2918,4063,9/26/2019,PH
2861,2307,7/30/2019,SG
2152,4118,4/5/2020,PH
2499,1864,12/2/2020,ID
2026,3231,7/23/2021,MY
2311,2021,10/22/2020,SG
2571,1672,7/2/2018,ID
2449,4987,1/19/2021,SZ
2569,3309,8/17/2018,MY
2568,3150,8/16/2021,MY
2642,4219,8/14/2019,PH
2735,2352,10/20/2021,SG
2627,4451,9/11/2019,PH
2209,3933,9/2/2021,MY
2799,1719,4/23/2020,ID
2451,3245,1/18/2019,MY
2276,1155,3/5/2018,ID
2861,2013,1/26/2020,SG
2609,3454,1/30/2018,MY
2209,3495,7/26/2020,MY
2112,1488,9/9/2018,ID
2743,2578,3/20/2020,SG
2005,4135,1/17/2019,PH
2165,1387,12/10/2019,ID
2766,2672,4/19/2021,SG
2046,3657,4/25/2018,MY
2442,1007,7/18/2019,ID
2322,4723,10/30/2019,SZ
2183,1435,7/22/2019,ID
2906,2774,12/21/2018,SG
2461,4662,6/24/2021,SZ
2355,4651,11/16/2018,SZ
2331,2392,5/26/2018,SG
2760,1356,3/24/2018,ID
2201,2889,8/5/2018,SG
2455,2380,4/4/2020,SG
2254,2573,10/18/2019,SG
2988,4051,7/20/2019,PH
2177,2424,12/15/2021,SG
2945,2092,1/22/2018,SG
2513,3964,8/4/2021,MY
2007,3020,2/1/2019,MY
2316,3552,4/4/2018,MY
2464,1278,10/14/2020,ID
2486,2397,7/16/2018,SG
2059,2813,8/11/2020,SG
2456,3606,1/15/2020,MY
2325,1454,6/23/2020,ID
2838,4064,5/8/2020,PH
2394,3070,8/7/2019,MY
2431,4271,2/23/2021,PH
2346,1741,3/25/2019,ID
2617,4252,2/15/2018,PH
2829,2334,1/21/2020,SG
2433,1152,6/20/2020,ID
2916,3187,4/15/2018,MY
2925,3104,5/8/2018,MY
2433,4057,6/19/2020,PH
2231,2233,1/6/2018,SG
2242,3491,10/3/2018,MY
2801,3019,11/8/2020,MY
2893,1583,7/29/2021,ID
2106,3826,7/25/2021,MY
2355,1179,8/9/2021,ID
2323,1842,5/1/2018,ID
2008,2125,12/2/2018,SG
2012,2282,10/14/2021,SG
2900,2522,1/11/2021,SG
2757,1189,3/12/2019,ID
2792,3137,10/11/2021,MY
2741,2291,7/16/2019,SG
2808,3210,11/25/2018,MY
2238,2765,11/8/2019,SG
2291,1279,4/15/2020,ID
2094,2977,3/10/2021,SG
2408,4930,10/24/2019,SZ
2302,3796,9/23/2018,MY
2976,4347,6/10/2020,PH
2862,1509,3/27/2019,ID
2713,3352,11/26/2020,MY
2633,1264,2/6/2018,ID
2924,1226,3/27/2020,ID
2413,2869,6/18/2021,SG
2768,3017,3/26/2020,MY
2595,2079,10/12/2020,SG
2949,1993,1/9/2018,ID
2771,3376,6/10/2021,MY
2062,4949,4/14/2019,SZ
2233,3421,5/13/2020,MY
2634,3389,7/25/2021,MY
2958,3888,2/22/2019,MY
2029,4522,1/28/2020,SZ
2566,3066,12/24/2019,MY
2596,4904,8/3/2018,SZ
2966,3749,8/12/2021,MY
2437,1270,11/29/2018,ID
2709,2030,5/21/2018,SG
2146,2302,3/25/2021,SG
2593,1461,6/17/2019,ID
2947,3630,2/10/2020,MY
2579,2185,2/18/2021,SG
2217,3665,6/1/2021,MY
2077,1021,4/13/2019,ID
2523,2366,9/21/2019,SG
2103,1383,11/26/2021,ID
2933,3942,7/7/2020,MY
2775,3970,5/13/2020,MY
2875,3137,4/14/2018,MY
2474,1229,9/25/2018,ID
2829,1358,5/1/2019,ID
2025,2320,3/16/2018,SG
2252,3801,2/8/2018,MY
2013,3202,3/13/2021,MY
2735,3809,9/3/2020,MY
2619,2118,3/22/2019,SG
2220,4106,2/1/2021,PH
2692,2938,1/28/2020,SG
2382,4792,9/18/2019,SZ
2670,1181,12/28/2021,ID
2058,4339,1/1/2020,PH
2753,3471,5/17/2021,MY
2486,3463,11/17/2020,MY
2483,2910,7/12/2021,SG
2200,3292,1/6/2020,MY
2945,3709,5/27/2019,MY
2101,4353,5/7/2018,PH
2466,1763,6/1/2020,ID
2829,3075,2/11/2018,MY
2956,2762,5/5/2020,SG
2515,3407,4/4/2019,MY
2075,2873,2/21/2018,SG
2663,2332,6/21/2018,SG
2559,3445,6/29/2019,MY
2487,2953,12/9/2019,SG
2527,3526,1/3/2021,MY
2679,3185,5/18/2020,MY
2638,4093,8/3/2020,PH
2624,1085,4/26/2019,ID
2314,3239,8/12/2021,MY
2430,4055,3/11/2019,PH
2171,2910,2/13/2021,SG
2340,2872,4/20/2020,SG
2324,2946,10/17/2020,SG
2473,1984,5/5/2018,ID
2581,4724,1/18/2018,SZ
2864,1579,3/13/2019,ID
2540,2638,2/18/2021,SG
2979,2274,8/29/2021,SG
2355,1764,3/17/2020,ID
2249,1372,8/21/2020,ID
2613,4236,9/28/2020,PH
2194,1284,4/13/2021,ID
2274,3770,11/27/2021,MY
2514,3701,10/19/2018,MY
2541,3827,8/18/2018,MY
2975,1630,11/3/2021,ID
2807,1619,12/18/2020,ID
2285,4748,2/10/2019,SZ
2472,3929,7/10/2018,MY
2526,2455,11/7/2019,SG
2181,4479,11/5/2019,PH
2471,4013,11/9/2020,PH
2542,4921,10/25/2021,SZ
2168,1336,2/12/2021,ID
2121,3429,9/7/2018,MY
2824,1045,6/29/2019,ID
2462,4432,1/18/2019,PH
2606,2284,7/27/2018,SG
2168,1275,11/6/2021,ID
2376,1373,7/19/2018,ID
2070,3915,4/12/2019,MY
2914,4293,7/5/2020,PH
2644,1811,3/24/2020,ID
2007,4322,8/10/2020,PH
2552,2586,7/27/2018,SG
2254,2256,3/25/2020,SG
2362,1456,5/15/2021,ID
2125,1074,10/9/2020,ID
2619,4384,9/18/2020,PH
2144,3440,4/26/2018,MY
2136,3202,7/25/2020,MY
2314,4684,12/13/2021,SZ
2807,4614,3/6/2018,SZ
2801,3156,4/18/2019,MY
2551,2451,3/31/2020,SG
2838,3523,3/18/2018,MY
2848,1460,5/13/2018,ID
2384,4843,6/4/2021,SZ
2839,1739,11/21/2021,ID
2981,1439,2/26/2019,ID
2743,1092,3/16/2021,ID
2246,4001,7/9/2019,PH
2033,4628,2/4/2020,SZ
2557,2496,1/31/2021,SG
2672,2835,5/20/2018,SG
2804,3176,3/21/2020,MY
2771,3829,1/2/2021,MY
2430,4968,7/3/2021,SZ
2888,1334,10/9/2018,ID
2169,3551,10/26/2020,MY
2315,4305,4/9/2019,PH
2516,1493,12/15/2019,ID
2072,4687,3/16/2021,SZ
2637,1306,8/3/2020,ID
2098,4098,4/14/2018,PH
2145,2238,6/30/2021,SG
2533,1086,10/31/2019,ID
2432,2802,5/25/2018,SG
2878,1779,4/23/2018,ID
2960,1496,3/8/2018,ID
2254,1112,3/16/2019,ID
2808,1853,12/14/2021,ID
2743,1118,3/6/2018,ID
2662,4134,8/5/2019,PH
2998,2147,8/29/2020,SG
2791,4990,8/3/2021,SZ
2823,1384,12/11/2021,ID
2173,1916,3/1/2018,ID
2388,2862,8/30/2020,SG
2071,2788,2/14/2021,SG
2874,3988,9/3/2020,MY
2231,4671,3/1/2020,SZ
2422,4955,10/27/2020,SZ
2239,1430,7/5/2018,ID
2775,4479,7/11/2019,PH
2630,3296,3/10/2019,MY
2165,2754,5/1/2021,SG
2007,4153,7/27/2019,PH
2978,4985,3/21/2019,SZ
2469,4684,9/23/2020,SZ
2767,4794,3/12/2021,SZ
2301,3449,8/1/2018,MY
2438,3915,1/8/2020,MY
2438,1944,10/20/2019,ID
2586,4591,6/16/2020,SZ
2428,4381,5/11/2019,PH
2813,2966,10/7/2021,SG
2304,1610,6/25/2018,ID
2629,1530,5/1/2021,ID
2395,2088,7/30/2020,SG
2053,2675,7/9/2018,SG
2642,1532,7/8/2020,ID
2362,2966,1/5/2021,SG
2922,4408,1/24/2019,PH
2246,2771,8/4/2019,SG
2457,1414,3/1/2018,ID
2791,2853,1/23/2018,SG
2331,4890,8/27/2020,SZ
2842,2828,12/28/2018,SG
2701,1839,1/11/2019,ID
2055,1492,7/19/2019,ID
2854,4905,10/5/2020,SZ
2089,2190,7/15/2021,SG
2677,3356,4/16/2018,MY
2177,1787,3/2/2021,ID
2350,4683,11/9/2021,SZ
2528,1330,6/9/2018,ID
2110,1415,12/16/2021,ID
2913,2043,2/21/2018,SG
2676,2423,5/1/2021,SG
2312,1949,1/15/2019,ID
2709,3663,5/22/2019,MY
2650,3712,10/31/2019,MY
2800,2204,11/3/2019,SG
2458,3098,5/6/2019,MY
2937,3437,12/25/2021,MY
2153,4450,9/19/2021,PH
2453,2810,2/16/2020,SG
2763,2684,5/2/2020,SG
2716,3442,2/23/2018,MY
2621,4904,12/22/2018,SZ
2744,2692,9/18/2018,SG
2111,4687,2/24/2021,SZ
2630,2517,11/15/2018,SG
2884,1924,9/8/2018,ID
2200,3997,7/30/2018,MY
2870,2751,5/18/2019,SG
2257,4146,12/9/2019,PH
2614,3548,5/18/2021,MY
2612,1376,2/1/2018,ID
2965,2900,12/14/2019,SG
2126,1979,1/31/2021,ID
2229,1042,1/10/2019,ID
2410,1441,12/10/2020,ID
2471,1474,10/27/2019,ID
2605,1263,4/6/2021,ID
2970,3679,3/22/2021,MY
2333,2863,10/25/2019,SG
2357,2763,5/17/2019,SG
2908,1840,7/16/2020,ID
2866,2652,12/14/2020,SG
2347,3922,9/4/2018,MY
2083,1484,6/8/2018,ID
2844,3071,8/3/2020,MY
2380,3344,2/1/2020,MY
2592,2196,10/2/2019,SG
2470,2168,8/6/2019,SG
2492,3746,10/14/2020,MY
2559,3693,9/25/2019,MY
2512,3308,11/9/2018,MY
2404,4557,11/10/2021,SZ
2916,1167,10/8/2021,ID
2476,2274,12/23/2019,SG
2435,4800,6/21/2021,SZ
2757,4602,6/3/2021,SZ
2541,4895,5/16/2020,SZ
2709,1422,9/18/2021,ID
2798,3606,12/5/2020,MY
2540,1551,6/28/2021,ID
2247,2648,11/15/2019,SG
2457,1862,9/23/2021,ID
2114,2103,4/23/2019,SG
2876,3983,7/6/2019,MY
2253,4623,9/27/2019,SZ
2396,1052,3/29/2018,ID
2464,2851,8/5/2021,SG
2679,1036,8/4/2019,ID
2908,3889,9/9/2018,MY
2083,3828,3/24/2020,MY
2841,1015,4/4/2021,ID
2794,4556,3/12/2018,SZ
2009,4480,11/14/2019,PH
2885,4931,1/14/2019,SZ
2778,2366,6/27/2018,SG
2156,3243,10/26/2018,MY
2817,4411,8/20/2020,PH
2322,4443,7/17/2020,PH
2836,4386,1/26/2019,PH
2836,3485,5/22/2018,MY
2073,4212,7/30/2020,PH
2058,4108,6/6/2018,PH
2519,4551,5/6/2019,SZ
2393,1210,7/31/2019,ID
2890,3750,7/20/2020,MY
2356,3403,3/27/2018,MY
2191,3061,1/6/2018,MY
2272,3067,8/31/2018,MY
2888,1897,10/25/2019,ID
2003,1815,3/19/2021,ID
2996,4109,4/15/2020,PH
2449,3328,1/4/2018,MY
2468,2929,7/28/2018,SG
2092,1647,5/20/2019,ID
2871,3752,3/18/2019,MY
2665,3701,9/8/2019,MY
2693,3394,1/19/2018,MY
2572,3176,12/7/2020,MY
2325,4562,1/22/2020,SZ
2097,3109,6/2/2018,MY
2386,1897,7/14/2018,ID
2170,4713,12/17/2021,SZ
2241,1856,4/14/2021,ID
2697,4278,1/20/2019,PH
2815,3730,9/23/2018,MY
2182,4090,2/6/2019,PH
2940,1552,8/3/2020,ID
2913,1872,4/17/2018,ID
2201,2780,2/15/2020,SG
2015,4355,5/1/2019,PH
2838,1136,2/24/2021,ID
2295,2817,8/24/2019,SG
2534,1907,7/21/2018,ID
2148,2429,9/21/2019,SG
2220,1009,12/17/2019,ID
2643,2902,10/19/2021,SG
2703,4456,5/3/2018,PH
2566,2709,2/28/2018,SG
2560,1349,11/7/2020,ID
2214,2789,8/2/2020,SG
2240,2744,1/15/2021,SG
2762,2614,12/16/2021,SG
2750,4169,3/15/2020,PH
2803,4145,9/16/2020,PH
2344,4944,11/21/2020,SZ
2072,2920,9/11/2020,SG
2646,3034,9/25/2021,MY
2931,4481,8/24/2021,PH
2858,1406,11/18/2019,ID
2057,4959,10/20/2021,SZ
2549,1582,9/6/2018,ID
2119,2501,6/4/2020,SG
2342,4350,6/11/2020,PH
2565,3597,2/7/2021,MY
2700,1931,2/6/2020,ID
2272,4267,9/25/2018,PH
2726,2262,11/14/2018,SG
2414,1481,6/29/2018,ID
2935,1014,12/2/2020,ID
2512,2185,10/22/2021,SG
2085,1688,1/6/2019,ID
2946,4762,11/27/2019,SZ
2265,2454,12/28/2018,SG
2502,2886,4/9/2021,SG
2343,1832,8/18/2018,ID
2461,2255,11/27/2019,SG
2970,3849,10/15/2020,MY
2589,4292,6/13/2020,PH
2930,4757,7/21/2021,SZ
2481,2899,9/23/2021,SG
2931,1515,3/16/2018,ID
2101,3962,5/18/2018,MY
2248,1955,3/9/2020,ID
2435,1184,12/14/2021,ID
2587,1700,11/14/2018,ID
2050,3644,5/25/2018,MY
2389,3907,5/30/2021,MY
2145,1314,1/25/2021,ID
2128,2014,4/17/2021,SG
2602,2368,12/19/2019,SG
2105,1698,11/18/2021,ID
2192,3109,5/10/2021,MY
2468,2021,11/26/2021,SG
2568,3487,5/16/2018,MY
2745,1937,7/7/2018,ID
2798,1511,2/12/2021,ID
2056,2215,8/30/2021,SG
2886,3158,1/3/2020,MY
2503,1481,1/20/2021,ID
2504,3382,6/23/2019,MY
2971,2572,4/23/2020,SG
2804,4173,4/17/2018,PH
2217,4240,2/22/2020,PH
2400,3744,12/23/2019,MY
2340,1395,8/19/2021,ID
2966,2084,3/14/2019,SG
2672,3328,1/14/2021,MY
2629,1360,8/25/2021,ID
2687,4170,9/22/2020,PH
2249,1438,1/17/2018,ID
2517,3726,6/25/2018,MY
2600,4220,8/6/2021,PH
2611,3810,11/30/2020,MY
2002,2232,1/27/2019,SG
2682,1727,11/5/2021,ID
2289,1763,11/26/2019,ID
2620,4703,12/12/2018,SZ
2474,3157,2/8/2021,MY
2641,1927,7/9/2019,ID
2028,1132,7/28/2020,ID
2460,2701,5/8/2019,SG
2766,2378,1/28/2019,SG
2102,3810,1/18/2019,MY
2480,4254,8/27/2021,PH
2233,1112,8/6/2021,ID
2154,1179,2/2/2018,ID
2116,1828,8/6/2019,ID
2216,4171,6/28/2018,PH
2992,2500,12/19/2020,SG
2608,2048,3/14/2020,SG
2970,1483,4/26/2020,ID
2604,2149,9/3/2019,SG
2496,1332,5/22/2020,ID
2504,1199,6/8/2018,ID
2687,2674,7/28/2020,SG
2618,1595,10/3/2021,ID
2537,3478,9/3/2021,MY
2304,3110,9/29/2018,MY
2876,1759,4/17/2021,ID
2760,2927,7/8/2018,SG
2948,4218,4/17/2020,PH
2882,1252,2/15/2019,ID
2672,4352,9/3/2018,PH
2107,3254,6/13/2019,MY
2841,1810,8/14/2018,ID
2620,4279,8/13/2021,PH
2010,4819,1/2/2018,SZ
2234,4671,2/28/2020,SZ
2009,1107,5/25/2021,ID
2584,1434,9/7/2018,ID
2313,1978,4/5/2018,ID
2144,1105,10/29/2019,ID
2398,4717,4/22/2018,SZ
2888,1375,12/11/2021,ID
2319,3542,5/2/2020,MY
2381,3425,1/24/2018,MY
2860,1719,12/7/2019,ID
2778,2971,6/14/2019,SG
2299,1155,7/11/2018,ID
2621,1411,7/31/2021,ID
2260,3673,1/23/2021,MY
2674,2219,5/28/2019,SG
2571,4524,11/9/2020,SZ
2523,1068,11/11/2021,ID
2173,1993,6/21/2019,ID
2791,1266,10/8/2020,ID
2665,4407,1/31/2020,PH
2177,3442,9/3/2018,MY
2482,4888,10/1/2019,SZ
2026,1820,6/17/2021,ID
2179,4040,3/19/2020,PH
2316,2111,9/13/2018,SG
2538,4648,4/13/2018,SZ
2165,1847,4/22/2019,ID
2532,2791,1/29/2020,SG
2535,2890,10/31/2020,SG
2372,2515,1/24/2020,SG
2603,1183,12/23/2021,ID
2796,2678,6/20/2019,SG
2161,2819,7/22/2020,SG
2476,4000,8/10/2020,PH
2775,1477,2/28/2020,ID
2483,1807,6/9/2018,ID
2499,2681,10/6/2021,SG
2149,3327,7/8/2020,MY
2736,1411,7/20/2021,ID
2036,2722,4/16/2021,SG
2226,1656,5/28/2021,ID
2954,4693,1/25/2019,SZ
2842,2417,3/13/2021,SG
2798,3723,12/2/2020,MY
2333,1019,3/15/2020,ID
2620,3260,12/18/2021,MY
2034,4895,10/21/2019,SZ
2522,4492,2/11/2019,PH
2203,2894,5/28/2019,SG
2120,2811,9/10/2020,SG
2309,4369,6/5/2020,PH
2966,3189,4/4/2021,MY
2006,2567,1/20/2018,SG
2855,2826,11/7/2019,SG
2044,4491,11/4/2018,PH
2294,4394,4/9/2021,PH
2443,4792,7/7/2019,SZ
2957,2772,6/18/2020,SG
2030,1999,7/24/2021,ID
2506,3993,10/30/2018,MY
2505,2729,9/9/2021,SG
2319,3590,8/3/2021,MY
2466,2144,10/28/2020,SG
2830,4656,8/15/2018,SZ
2980,3793,5/15/2021,MY
2449,3220,5/30/2021,MY
2918,3966,10/1/2020,MY
2207,3246,10/6/2020,MY
2985,2418,1/28/2018,SG
2026,4440,3/31/2020,PH
2110,4312,11/23/2020,PH
2553,2279,6/26/2019,SG
2373,1311,8/29/2021,ID
2798,4526,8/29/2021,SZ
2846,3801,4/2/2019,MY
2039,2162,1/11/2019,SG
2388,3545,1/29/2021,MY
2895,3416,11/16/2018,MY
2758,3815,5/15/2020,MY
2769,1426,6/7/2020,ID
2446,1836,6/6/2020,ID
2517,4172,5/19/2020,PH
2137,3547,6/26/2019,MY
2047,1180,8/18/2018,ID
2575,1887,2/14/2019,ID
2751,3887,10/10/2020,MY
2420,2573,11/7/2021,SG
2657,2597,9/28/2018,SG
2669,3498,9/24/2020,MY
2166,1403,11/11/2019,ID
2820,1253,3/8/2018,ID
2431,2536,8/15/2021,SG
2150,3229,5/12/2020,MY
2398,3499,11/2/2021,MY
2490,3422,8/15/2021,MY
2969,4436,8/17/2018,PH
2595,2317,1/3/2020,SG
2520,1510,9/27/2021,ID
2746,3125,9/11/2019,MY
2549,3094,12/4/2021,MY
2300,1195,3/26/2021,ID
2315,4838,6/28/2021,SZ
2854,3010,5/10/2021,MY
2057,2622,4/9/2020,SG
2285,2203,11/27/2020,SG
2880,1611,5/13/2021,ID
2954,2378,5/10/2018,SG
2659,3616,7/22/2020,MY
2657,4268,2/16/2020,PH
2195,3844,8/25/2019,MY
2197,3811,11/15/2020,MY
2786,1718,11/21/2020,ID
2882,4472,1/20/2021,PH
2803,3327,3/21/2020,MY
2817,1207,7/16/2021,ID
2117,3492,10/26/2018,MY
2548,1379,5/22/2018,ID
2586,2552,10/17/2020,SG
2903,3657,4/11/2021,MY
2167,1240,5/1/2018,ID
2128,2627,5/3/2020,SG
2731,3779,3/31/2021,MY
2930,4817,9/29/2019,SZ
2426,2040,9/2/2018,SG
2257,1808,2/13/2018,ID
2007,2873,8/10/2018,SG
2401,2717,9/23/2019,SG
2850,2841,3/22/2019,SG
2401,3061,9/30/2021,MY
2866,3937,3/7/2020,MY
2682,1542,9/18/2020,ID
2197,3072,12/7/2020,MY
2339,1374,3/7/2021,ID
2408,1735,2/22/2020,ID
2871,2311,10/11/2018,SG
2942,4214,9/30/2018,PH
2192,1814,5/24/2018,ID
2283,2313,4/3/2018,SG
2274,2311,7/23/2020,SG
2328,4388,10/10/2019,PH
2971,2044,5/26/2021,SG
2407,3994,4/20/2021,MY
2873,3614,9/26/2021,MY
2204,2101,3/21/2020,SG
2548,3961,10/2/2019,MY
2436,2149,10/12/2019,SG
2068,2375,4/26/2021,SG
2732,4375,9/13/2018,PH
2646,1474,9/13/2020,ID
2026,2360,7/30/2018,SG
2947,2342,12/7/2021,SG
2797,2226,10/11/2021,SG
2877,3367,6/27/2018,MY
2944,4474,7/14/2021,PH
2863,4085,5/17/2021,PH
2509,2773,6/17/2018,SG
2979,4247,11/13/2019,PH
2417,4518,8/11/2018,SZ
2232,1210,1/1/2019,ID
2466,4996,2/16/2021,SZ
2024,1789,7/5/2019,ID
2957,4544,5/25/2021,SZ
2283,3720,7/6/2018,MY
2656,2232,4/4/2018,SG
2774,1445,1/6/2020,ID
2606,4491,2/3/2021,PH
2747,4678,10/30/2020,SZ
2359,2159,9/18/2019,SG
2343,1465,3/20/2019,ID
2658,3944,2/16/2021,MY
2534,4385,2/19/2020,PH
2411,4781,6/13/2019,SZ
2940,1854,1/26/2021,ID
2610,4232,8/30/2019,PH
2379,4328,4/28/2018,PH
2947,3017,2/25/2019,MY
2419,4761,3/29/2020,SZ
2167,2890,10/23/2018,SG
2688,3705,7/5/2018,MY
2255,2208,4/16/2018,SG
2744,3856,7/11/2019,MY
2371,1822,5/28/2019,ID
2267,1261,5/16/2021,ID
2279,2954,5/7/2021,SG
2508,3887,9/8/2019,MY
2775,3247,6/13/2019,MY
2672,3120,10/6/2019,MY
2241,1178,8/25/2020,ID
2444,2503,10/22/2019,SG
2605,1953,3/14/2020,ID
2223,2733,9/29/2021,SG
2278,1614,3/2/2019,ID
2836,1680,1/25/2020,ID
2064,2226,11/9/2020,SG
2842,1044,12/27/2018,ID
2727,3700,3/23/2019,MY
2033,1540,2/22/2020,ID
2042,2440,2/28/2019,SG
2149,1202,9/13/2020,ID
2771,4679,5/1/2020,SZ
2217,4332,5/10/2021,PH
2135,1594,12/7/2020,ID
2000,1621,2/22/2019,ID
2378,3072,11/13/2019,MY
2408,4383,2/28/2021,PH
2077,3563,4/29/2019,MY
2340,1702,11/19/2021,ID
2828,3206,7/15/2020,MY
2642,1621,3/3/2018,ID
2814,3782,4/24/2018,MY
2174,4491,3/3/2021,PH
2833,2254,5/27/2020,SG
2550,4472,4/24/2019,PH
2458,4817,7/6/2019,SZ
2044,1046,8/13/2021,ID
2880,3394,8/25/2019,MY
2250,4156,10/5/2020,PH
2981,2384,5/13/2018,SG
2319,1373,8/10/2020,ID
2738,1823,11/11/2019,ID
2999,1354,3/6/2020,ID
2998,1506,6/20/2018,ID
2816,1026,9/23/2021,ID
2040,4095,8/2/2020,PH
2896,1002,5/30/2020,ID
2989,1917,2/14/2019,ID
2875,2721,4/4/2020,SG
2264,4640,10/19/2020,SZ
2507,2137,8/11/2021,SG
2847,1838,6/5/2019,ID
2474,1139,7/31/2019,ID
2179,1322,9/27/2021,ID
2023,1532,6/17/2021,ID
2766,2126,1/7/2020,SG
2622,3770,3/7/2020,MY
2652,4695,2/24/2020,SZ
2480,2221,6/15/2020,SG
2284,2064,9/9/2020,SG
2543,4446,5/1/2021,PH
2126,2610,3/13/2021,SG
2638,2812,7/14/2018,SG
2001,3341,8/12/2021,MY
2265,1173,3/15/2020,ID
2101,1932,7/10/2020,ID
2044,2261,8/18/2020,SG
2590,2259,12/22/2019,SG
2856,4488,12/19/2018,PH
2758,2375,11/13/2021,SG
2679,4603,5/14/2018,SZ
